嗚呼,ああ,aa,Ah!;Oh!;Alas!
普及,ふきゅう,fukyuu,diffusion;spread
不況,ふきょう,fukyou,recession;depression;slump
布巾,ふきん,fukin,tea-towel;dish cloth
付近,ふきん,fukin,neighbourhood;vicinity;environs
福,ふく,fuku,good fortune
吹く,ふく,fuku,to blow (wind  etc)
拭く,ふく,fuku,to wipe;to dry
服,ふく,fuku,clothes
復旧,ふくきゅう,fukukyuu,restoration;restitution;rehabilitation
複合,ふくごう,fukugou,composite;complex
複雑,ふくざつ,fukuzatsu,complexity;complication
福祉,ふくし,fukushi,welfare;well-being
副詞,ふくし,fukushi,adverb
複写,ふくしゃ,fukusha,copy;duplicate
復習,ふくしゅう,fukushuu,review
複数,ふくすう,fukusuu,plural;multiple
服装,ふくそう,fukusou,garments
含む,ふくむ,fukumu,to hold in the mouth;to bear in mind;to understand;to cherish;to harbor;to contain;to comprise;to have;to hold;to include;to embrace;to be charged or loaded with;to be dripping with;to be full of;to be suffused with
含める,ふくめる,fukumeru,to include;to instruct;to make one understand;to put in one's mouth
覆面,ふくめん,fukumen,mask;veil;disguise
膨らます,ふくらます,fukuramasu,to swell;to expand;to inflate;to bulge
膨らむ,ふくらむ,fukuramu,to expand;to swell (out);to get big;to become inflated
膨れる,ふくれる,fukureru,to get cross;to get sulky;to swell (out);to expand;to be inflated;to distend;to bulge
袋,ふくろ,fukuro,bag;sack
不景気,ふけいき,fukeiki,business recession;hard times;depression;gloom;sullenness;cheerlessness
不潔,ふけつ,fuketsu,unclean;dirty;filthy;impure
更ける,ふける,fukeru,to get late;to advance;to wear on
老ける,ふける,fukeru,to age
不幸,ふこう,fukou,unhappiness;sorrow;misfortune;disaster;accident;death
布告,ふこく,fukoku,edict;ordinance;proclamation
富豪,ふごう,fugou,wealthy person;millionaire
符号,ふごう,fugou,sign;mark;symbol
負債,ふさい,fusai,debt;liabilities
夫妻,ふさい,fusai,man and wife;married couple
塞がる,ふさがる,fusagaru,to be plugged up;to be shut up
塞ぐ,ふさぐ,fusagu,to stop up;to close up;to block (up);to occupy;to fill up;to take up;to stand in another's way;to plug up;to shut up
相応しい,ふさわしい,fusawashii,appropriate
不在,ふざい,fuzai,absence
不山戯る,ふざける,fuzakeru,to romp;to gambol;to frolic;to joke;to make fun of;to flirt
不思議,ふしぎ,fushigi,wonder;miracle;strange;mystery;marvel;curiosity
負傷,ふしょう,fushou,injury;wound
不審,ふしん,fushin,incomplete understanding;doubt;question;distrust;suspicion;strangeness;infidelity
不振,ふしん,fushin,dullness;depression;slump;stagnation
不順,ふじゅん,fujyun,irregularity;unseasonableness
不自由,ふじゆう,fujiyuu,discomfort;disability;inconvenience;destitution
夫人,ふじん,fujin,wife;Mrs;madam
婦人,ふじん,fujin,woman;female
襖,ふすま,fusuma,sliding screen
不正,ふせい,fusei,injustice;unfairness;iniquity;impropriety;irregularity;dishonesty;illegality
防ぐ,ふせぐ,fusegu,to defend (against);to protect;to prevent
不足,ふそく,fusoku,insufficiency;shortage;deficiency;lack;dearth
付属,ふぞく,fuzoku,attached;belonging;affiliated;annexed;associated;subordinate;incidental;dependent;auxiliary
双子,ふたご,futago,twins;a twin
再び,ふたたび,futatabi,again;once more
二つ,ふたつ,futatsu,two
負担,ふたん,futan,burden;charge;responsibility
普段,ふだん,fudan,usually;habitually;ordinarily;always
不調,ふちょう,fuchou,bad condition;not to work out (ie a deal);disagreement;break-off;disorder;slump;out of form
復活,ふっかつ,fukkatsu,revival (e.g. musical);restoration
復興,ふっこう,fukkou,revival;renaissance;reconstruction
沸騰,ふっとう,futtou,boiling;seething
仏,ふつ,futsu,French
普通,ふつう,futsuu,1.  generally;ordinarily;usually; 2.  train that stops at every station
不通,ふつう,futsuu,suspension;interruption;stoppage;tie-up;cessation
二日,ふつか,futsuka,second day of the month;two days
筆,ふで,fude,writing brush
不図,ふと,futo,suddenly;casually;accidentally;incidentally;unexpectedly;unintentionally
太い,ふとい,futoi,fat;thick
不当,ふとう,futou,injustice;impropriety;unreasonableness;undeservedness;unfair;invalid
太る,ふとる,futoru,to grow fat (stout  plump);to become fat
布団,ふとん,futon,bedding (Japanese style);futon
不動産,ふどうさん,fudousan,real estate
船便,ふなびん,funabin,surface mail (ship)
赴任,ふにん,funin,(proceeding to) new appointment
舟,ふね,fune,ship;boat;watercraft;shipping;vessel;steamship
船,ふね,fune,ship;boat;watercraft;shipping;vessel;steamship
船,ふね,fune,ship;boat;watercraft;shipping;vessel;steamship
腐敗,ふはい,fuhai,decay;depravity
不評,ふひょう,fuhyou,bad reputation;disgrace;unpopularity
不便,ふびん,fubin,pity;compassion
不服,ふふく,fufuku,dissatisfaction;discontent;disapproval;objection;complaint;protest;disagreement
吹雪,ふぶき,fubuki,snow storm
不平,ふへい,fuhei,complaint;discontent;dissatisfaction
普遍,ふへん,fuhen,universality;ubiquity;omnipresence
踏まえる,ふまえる,fumaeru,to be based on;to have origin in
不満,ふまん,fuman,dissatisfaction;displeasure;discontent;complaints;unhappiness
文,ふみ,fumi,letter;writings
踏切,ふみきり,fumikiri,railway crossing;level crossing;starting line;scratch;crossover
踏み込む,ふみこむ,fumikomu,to step into (someone else's territory);to break into;to raid
踏む,ふむ,fumu,to step on;to tread on
不明,ふめい,fumei,unknown;obscure;indistinct;uncertain;ambiguous;ignorant;lack of wisdom;anonymous;unidentified
麓,ふもと,fumoto,the foot;the bottom;the base (of a mountain)
増やす,ふやす,fuyasu,to increase;to add to;to augment
殖やす,ふやす,fuyasu,to increase;to add to;to augment
冬,ふゆ,fuyu,winter
扶養,ふよう,fuyou,support;maintenance
,ふらふら,furafura,unsteady on one's feet;stagger;reel;totter;dizzy
振り,ふり,furi,pretence;show;appearance
不利,ふり,furi,disadvantage;handicap;unfavorable;drawback
振り,ふり,furi,pretence;show;appearance
振り返る,ふりかえる,furikaeru,to turn head;to look over one's shoulder;to turn around;to look back
振り仮名,ふりがな,furigana,furigana (hiragana over kanji);pronunciation key
振り出し,ふりだし,furidashi,outset;starting point;drawing or issuing (draft)
振り向く,ふりむく,furimuku,to turn one's face;to turn around
不良,ふりょう,furyou,badness;delinquent;inferiority;failure
浮力,ふりょく,furyoku,buoyancy;floating power
降る,ふる,furu,to precipitate;to fall (e.g. rain)
振る,ふる,furu,to wave;to shake;to swing;to cast (actor)
古い,ふるい,furui,old (not person);aged;ancient;antiquated;stale;threadbare;outmoded;obsolete article
震える,ふるえる,furueru,to shiver;to shake;to quake
振舞う,ふるまう,furumau,to behave;to conduct oneself;to entertain (vt)
震わせる,ふるわせる,furuwaseru,to be shaking;to be trembling
触れる,ふれる,fureru,to touch;to be touched;to touch on a subject;to feel;to violate (law  copyright  etc.);to perceive;to be emotionally moved
風呂,ふろ,furo,bath
付録,ふろく,furoku,appendix;supplement
風呂敷,ふろしき,furoshiki,wrapping cloth;cloth wrapper
分,ふん,fun,minute
分,ふん,fun,minute
分,ふん,fun,minute
雰囲気,ふんいき,funiki,atmosphere (e.g. musical);mood;ambience
噴火,ふんか,funka,eruption
憤慨,ふんがい,fungai,indignation;resentment
紛失,ふんしつ,funshitsu,losing something
噴出,ふんしゅつ,funshutsu,spewing;gushing;spouting;eruption;effusion
噴水,ふんすい,funsui,water fountain
紛争,ふんそう,funsou,dispute;trouble;strife
,ふんだん,fundan,plentiful;abundant;lavish
奮闘,ふんとう,funtou,hard struggle;strenuous effort
粉末,ふんまつ,funmatsu,fine powder
部,ぶ,bu,department;part;category;counter for copies of a newspaper or magazine
部,ぶ,bu,department;part;category;counter for copies of a newspaper or magazine
部下,ぶか,buka,subordinate person
,ぶかぶか,bukabuka,too big;baggy
武器,ぶき,buki,weapon;arms;ordinance
無沙汰,ぶさた,busata,neglecting to stay in contact
武士,ぶし,bushi,warrior;samurai
部首,ぶしゅ,bushu,radical (of a kanji character)
無事,ぶじ,buji,safety;peace;quietness
侮辱,ぶじょく,bujyoku,insult;contempt;slight
武装,ぶそう,busou,arms;armament;armed
舞台,ぶたい,butai,stage (theatre)
斑,ぶち,buchi,spots;speckles;mottles
物価,ぶっか,buka,prices of commodities;prices (in general)
物資,ぶっし,bushi,goods;materials
物質,ぶっしつ,busshitsu,material;substance
物騒,ぶっそう,bussou,dangerous;disturbed;insecure
物体,ぶったい,buttai,body;object
打つ,ぶつ,butsu,to hit;to strike
,ぶつかる,butsukaru,to strike;to collide with
物議,ぶつぎ,butsugi,public discussion (criticism)
打付ける,ぶつける,butsukeru,to knock;to run into;to nail on;to strike hard;to hit and attack
仏像,ぶつぞう,butsuzou,Buddhist image (statue)
,ぶつぶつ,butsubutsu,grumbling;complaining in a small voice
物理,ぶつり,butsuri,physics
無難,ぶなん,bunan,safety;security
部品,ぶひん,buhin,parts;accessories
部分,ぶぶん,bubun,portion;section;part
部門,ぶもん,bumon,class;group;category;department;field;branch
ぶら下げる,ぶらさげる,burasageru,to hang;to suspend;to dangle;to swing
,ぶらぶら,burabura,dangle heavily;swing;sway to and fro;aimlessly;idly;lazily;loiter;loaf;be idle;stroll idly
武力,ぶりょく,buryoku,armed might;military power;the sword;force
無礼,ぶれい,burei,impolite;rude
文化,ぶんか,bunka,culture;civilization
分解,ぶんかい,bunkai,analysis;disassembly
文化財,ぶんかざい,bunkazai,cultural assets;cultural property
文学,ぶんがく,bungaku,literature
分業,ぶんぎょう,bungyou,division of labor;specialization;assembly-line production
文献,ぶんけん,bunken,literature;books (reference)
文芸,ぶんげい,bungei,literature;art and literature;belles-lettres
文語,ぶんご,bungo,written language;literary language
分散,ぶんさん,bunsan,dispersion;decentralization;variance (statistics)
分子,ぶんし,bunshi,numerator;molecule
文書,ぶんしょ,bunsho,document;writing;letter;note;records;archives
文章,ぶんしょう,bunshou,sentence;article
分数,ぶんすう,bunsuu,fraction (in math)
分析,ぶんせき,bunseki,analysis
文体,ぶんたい,buntai,literary style
分担,ぶんたん,buntan,apportionment;sharing
分配,ぶんぱい,bunpai,division;sharing
分布,ぶんぷ,bunpu,distribution
分母,ぶんぼ,bunbo,denominator
文房具,ぶんぼうぐ,bunbougu,stationery
文法,ぶんぽう,bunpou,grammar
文脈,ぶんみゃく,bunmyaku,context
文明,ぶんめい,bunmei,civilization;culture
分野,ぶんや,bunya,field;sphere;realm;division;branch
分離,ぶんり,bunri,separation;detachment;segregation;isolation
分量,ぶんりょう,bunryou,amount;quantity
分類,ぶんるい,bunrui,classification
分裂,ぶんれつ,bunretsu,split;division;break up
塀,へい,hei,wall;fence
閉会,へいかい,heikai,closure
兵器,へいき,heiki,arms;weapons;ordinance
平気,へいき,heiki,coolness;calmness;composure;unconcern
並行,へいこう,heikou,(going) side by side;concurrent;abreast;at the same time;occurring together;parallel;parallelism
閉口,へいこう,heikou,shut mouth
平行,へいこう,heikou,(going) side by side;concurrent;abreast;at the same time;occurring together;parallel;parallelism
閉鎖,へいさ,heisa,closing;closure;shutdown;lockout;unsociable
兵士,へいし,heishi,soldier
平日,へいじつ,heijitsu,weekday;ordinary days
平常,へいじょう,heijyou,normal;usual
兵隊,へいたい,heitai,soldier;sailor
平方,へいほう,heihou,square (e.g. metre);square
平凡,へいぼん,heibon,common;commonplace;ordinary;mediocre
平野,へいや,heiya,plain;open field
並列,へいれつ,heiretsu,arrangement;parallel;abreast
平和,へいわ,heiwa,peace;harmony
辟易,へきえき,hekieki,wince;shrink back;succumbing to;being frightened;disconcerted
凹む,へこむ,hekomu,to be dented;to be indented;to yield to;to give;to sink;to collapse;to cave in;to be snubbed
臍,へそ,heso,navel;belly-button
下手,へた,heta,unskillful;poor;awkward
隔たる,へだたる,hedataru,to be distant
隔てる,へだてる,hedateru,to be shut out
部屋,へや,heya,room
減らす,へらす,herasu,to abate;to decrease;to diminish;to shorten
謙る,へりくだる,herikudaru,to deprecate oneself and praise the listener
減る,へる,heru,to decrease (in size or number);to diminish;to abate
経る,へる,heru,to pass;to elapse;to experience
経る,へる,heru,to pass;to elapse;to experience
変,へん,hen,change;incident;disturbance;strange;flat (music);odd;peculiar;suspicious-looking;queer;eccentric;funny
辺,へん,hen,area;vicinity
編,へん,hen,compilation;editing;completed poem;book;part of book
偏,へん,hen,side;left radical of a character;inclining;inclining toward;biased
変化,へんか,henka,change;variation;alteration;mutation;transition;transformation;transfiguration;metamorphosis;variety;diversity;inflection;declension;conjugation
変革,へんかく,henkaku,change;reform;revolution;upheaval;(the) Reformation
返還,へんかん,henkan,return;restoration
偏見,へんけん,henken,prejudice;narrow view
変更,へんこう,henkou,change;modification;alteration
返済,へんさい,hensai,repayment
編集,へんしゅう,henshuu,editing;compilation;editorial (e.g. committee)
返事,へんじ,henji,reply;answer
変遷,へんせん,hensen,change;transition;vicissitudes
返答,へんとう,hentou,reply
変動,へんどう,hendou,change;fluctuation
別荘,べっそう,bessou,holiday house;villa
別,べつ,betsu,distinction;difference;different;another;particular;separate;extra;exception
別に,べつに,betsuni,(not) particularly;nothing
別々,べつべつ,betsubetsu,separately;individually
弁解,べんかい,benkai,explanation;justification;defence;excuse
勉強,べんきょう,benkyou,study;diligence;discount;reduction
便宜,べんぎ,bengi,convenience;accommodation;advantage;expedience
弁護,べんご,bengo,defense;pleading;advocacy
弁償,べんしょう,benshou,next word;compensation;reparation;indemnity;reimbursement
便所,べんじょ,benjyo,toilet;lavatory;rest room;latrine;comfort station
弁当,べんとう,bentou,box lunch
便利,べんり,benri,convenient;handy;useful
弁論,べんろん,benron,discussion;debate;argument
,ぺこぺこ,pekopeko,fawn;be very hungry
穂,ほ,ho,ear (of plant);head (of plant)
保育,ほいく,hoiku,nursing;nurturing;rearing;lactation;suckling
法,ほう,hou,Act (law: the X Act)
倣,ほう,hou,imitate;follow;emulate
法案,ほうあん,houan,bill (law)
崩壊,ほうかい,houkai,collapse;decay (physics);crumbling;breaking down;caving in
法学,ほうがく,hougaku,law;jurisprudence
方角,ほうがく,hougaku,direction;way;compass point
放棄,ほうき,houki,abandonment;renunciation;abdication (responsibility  right)
